Survived,Pclass,Age,Sex,Cabin
0,3,-2.153159805333637e-16,1,115
1,1,1.0235607657442125,0,22
1,3,-1.2850697564659386,0,115
1,1,-0.9772523535045852,0,19
0,1,-0.053800144620524716,1,112
0,3,-2.153159805333637e-16,1,115
0,3,-0.3616175475818782,1,115
0,3,-0.3616175475818782,1,115
1,3,-0.9002980027642468,0,115
0,3,-1.6698415101676307,1,115
1,3,-2.208521965349999,1,115
0,1,1.2544238179652274,1,44
0,3,-2.153159805333637e-16,1,115
0,2,-1.0542067042449237,1,115
0,3,-2.153159805333637e-16,0,115
0,1,-2.153159805333637e-16,1,115
0,3,-0.3616175475818782,1,115
0,2,0.7157433627828589,1,115
1,1,1.4852868701862425,0,94
1,3,0.10010855686015188,0,115
0,3,0.02315420611981349,1,115
0,3,0.02315420611981349,0,115
0,2,0.3309716090811671,1,115
1,2,0.10010855686015188,0,115
1,1,-1.4389784579466154,1,47
1,3,-2.2531554887793948,1,115
1,3,-0.2077088461012013,1,115
0,3,0.10010855686015188,1,115
0,1,0.7157433627828589,1,11
0,3,-0.9002980027642468,0,115
0,2,0.7157433627828589,1,115
1,1,0.2540172583408286,0,138
0,3,-0.2846631968415398,1,115
0,3,0.7157433627828589,1,115
0,2,0.4079259598215053,1,115
0,3,-1.823750211648307,0,115
0,3,0.061631381489982685,1,115
0,1,-2.153159805333637e-16,1,16
0,3,-0.515526249062555,0,115
0,2,0.10010855686015188,1,115
0,3,1.0235607657442125,1,115
0,3,-1.515932808686954,1,115
1,1,1.7161499224072576,0,37
1,3,-0.2077088461012013,1,115
0,1,0.6387890120425206,1,115
1,3,-0.2077088461012013,0,119
0,3,-2.1315676146096605,1,115
0,3,-2.153159805333637e-16,1,115
0,3,-2.153159805333637e-16,1,115
1,2,-2.208521965349999,1,115
1,3,-2.153159805333637e-16,1,115
1,1,2.4856934298106417,0,21
1,3,-1.1311610549852618,0,115
1,2,-2.2216042049758564,1,115
0,3,-2.153159805333637e-16,1,115
0,3,-0.515526249062555,1,115
0,3,-0.9002980027642468,1,115
1,1,0.7157433627828589,0,131
0,3,-0.6694349505432317,1,115
0,3,-2.153159805333637e-16,1,115
1,3,0.1770629076004903,1,115
1,1,-2.153159805333637e-16,1,68
0,3,-0.7463893012835701,1,115
0,2,-1.0542067042449237,1,115
1,1,0.02315420611981349,0,115
0,3,0.3694487844513363,1,115
0,3,-0.9772523535045852,1,115
0,3,0.946606415003874,1,115
0,3,-2.153159805333637e-16,1,115
0,3,0.4079259598215053,1,115
0,2,-0.1307544953608631,1,115
1,1,-2.153159805333637e-16,0,86
0,3,-1.977658913128984,1,115
0,3,3.409145638694702,1,115
0,3,-1.592887159427292,0,115
1,1,-1.0542067042449237,0,99
0,2,1.1005151164845508,0,115
1,3,-0.9002980027642468,0,115
1,1,1.1774694672248889,0,115
1,1,1.639195571666919,1,120
1,3,-0.4385718983222166,0,115
0,3,-2.153159805333637e-16,1,115
0,3,0.8696520642635356,1,115
0,2,-0.6694349505432317,1,115
1,1,1.4083325194459042,0,94
0,3,-2.153159805333637e-16,0,115
0,2,-0.4385718983222166,1,115
1,2,0.946606415003874,0,115
1,2,-0.2077088461012013,0,115
0,1,0.10010855686015188,1,6
0,3,-2.153159805333637e-16,1,115
1,3,-1.977658913128984,1,115
0,3,-0.2846631968415398,1,115
1,1,1.3313781687055657,0,102
0,1,0.2540172583408286,1,34
0,3,1.3313781687055657,1,115
1,2,-0.1307544953608631,0,115
1,3,-1.1311610549852618,0,115
0,3,-0.7463893012835701,1,115
0,3,-0.8233436520239084,1,115
0,3,-2.153159805333637e-16,1,115
1,1,2.0239673253686115,0,70
1,2,-0.3616175475818782,0,115
0,3,0.2540172583408286,1,115
0,3,-0.5924805998028934,0,115
0,2,-0.1307544953608631,1,115
0,3,-0.3616175475818782,1,115
0,3,0.7157433627828589,0,115
0,2,-0.2077088461012013,1,115
1,1,-0.8233436520239084,0,30
0,3,-2.153159805333637e-16,0,115
1,1,-0.2846631968415398,1,60
0,3,0.1770629076004903,1,115
